month,day,campaign_number,user_engagement,banner,placement,displays,cost,clicks,revenue,post_click_conversions,post_click_sales_amount,ctr,roi_computed,revenue_per_click
May,29,camp 1,Low,160 x 600,def,115,0.0077,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Low,160 x 600,ghi,19,0.0054,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Low,160 x 600,mno,510,0.0882,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Medium,160 x 600,def,882,0.1421,3,0.3254,1,77.7339,0.3401,228.9937,0.1085
May,29,camp 1,Medium,160 x 600,ghi,503,0.3777,5,0.5423,1,237.0795,0.994,143.5796,0.1085
May,29,camp 1,Medium,160 x 600,mno,5953,2.8831,81,8.7867,2,683.9971,1.3607,304.7657,0.1085
May,29,camp 1,High,240 x 400,def,9617,4.806,58,6.0,43,1803.5927,0.6031,124.8439,0.1034
May,29,camp 1,High,240 x 400,ghi,145659,125.5927,3329,361.0,1783,90017.9097,2.2855,287.4371,0.1084
May,29,camp 1,High,240 x 400,jkl,21864,11.1612,192,20.0,96,5643.5354,0.8782,179.1922,0.1042
May,29,camp 1,High,240 x 400,mno,23605,24.4457,174,18.0,198,5156.5279,0.7371,73.6326,0.1034
May,29,camp 1,Low,240 x 400,def,79,0.0158,2,0.2169,0,0.0,2.5316,1372.7848,0.1085
May,29,camp 1,Low,240 x 400,ghi,225,0.1808,4,0.4338,0,0.0,1.7778,239.9336,0.1085
May,29,camp 1,Low,240 x 400,jkl,91,0.0484,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Low,240 x 400,mno,153,0.0412,1,0.1084,1,48.5548,0.6536,263.1068,0.1084
May,29,camp 1,Medium,240 x 400,def,723,0.3197,9,0.9762,0,0.0,1.2448,305.3488,0.1085
May,29,camp 1,Medium,240 x 400,ghi,6317,5.356,217,23.5404,51,2993.6005,3.4352,439.5146,0.1085
May,29,camp 1,Medium,240 x 400,jkl,1292,0.6526,19,2.0614,3,192.2189,1.4706,315.875,0.1085
May,29,camp 1,Medium,240 x 400,mno,1555,0.7239,8,0.8677,4,82.1541,0.5145,119.8646,0.1085
May,29,camp 1,High,300 x 250,abc,14,0.0265,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,High,300 x 250,def,17489,9.2737,98,10.0,56,3271.8832,0.5604,107.8318,0.102
May,29,camp 1,High,300 x 250,ghi,34565,24.7005,581,63.0,311,12808.6031,1.6809,255.0556,0.1084
May,29,camp 1,High,300 x 250,jkl,2293,1.3262,11,1.0,3,220.8319,0.4797,75.4034,0.0909
May,29,camp 1,High,300 x 250,mno,129794,117.7142,922,100.0,715,31948.3615,0.7104,84.9515,0.1085
May,29,camp 1,Low,300 x 250,def,86,0.0198,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Low,300 x 250,ghi,68,0.0456,1,0.1084,1,22.2368,1.4706,237.7193,0.1084
May,29,camp 1,Low,300 x 250,jkl,10,0.0059,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Low,300 x 250,mno,983,0.2293,4,0.4338,0,0.0,0.4069,189.1845,0.1085
May,29,camp 1,Medium,300 x 250,def,1614,0.7165,14,1.5186,6,362.5141,0.8674,211.947,0.1085
May,29,camp 1,Medium,300 x 250,ghi,1291,0.8791,49,5.3151,7,485.4403,3.7955,604.607,0.1085
May,29,camp 1,Medium,300 x 250,jkl,165,0.0974,1,0.1084,0,0.0,0.6061,111.2936,0.1084
May,29,camp 1,Medium,300 x 250,mno,10421,5.5707,100,10.8492,13,477.8272,0.9596,194.7547,0.1085
May,29,camp 1,High,468 x 60,def,784,0.1565,2,0.0,2,27.9475,0.2551,0.0,0.0
May,29,camp 1,High,468 x 60,ghi,302,0.1228,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,High,468 x 60,jkl,4,0.0026,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,High,468 x 60,mno,829,0.3553,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Low,468 x 60,mno,15,0.0005,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Medium,468 x 60,def,64,0.0084,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Medium,468 x 60,ghi,22,0.0089,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Medium,468 x 60,mno,74,0.0153,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,High,580 x 400,mno,23698,33.5383,378,41.0,237,13302.2824,1.5951,122.2483,0.1085
May,29,camp 1,Low,580 x 400,mno,158,0.0884,4,0.4338,1,33.8704,2.5316,490.724,0.1085
May,29,camp 1,Medium,580 x 400,mno,1694,1.6302,34,3.688,8,502.2941,2.0071,226.2299,0.1085
May,29,camp 1,High,670 x 90,def,2929,2.2344,27,3.0,5,425.0594,0.9218,134.2642,0.1111
May,29,camp 1,High,670 x 90,ghi,8263,4.3748,65,7.0,46,2116.8229,0.7866,160.0073,0.1077
May,29,camp 1,High,670 x 90,jkl,133,0.0886,7,0.0,13,411.2596,5.2632,0.0,0.0
May,29,camp 1,High,670 x 90,mno,7524,6.0412,40,4.0,20,701.2234,0.5316,66.212,0.1
May,29,camp 1,Low,670 x 90,def,30,0.0098,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Low,670 x 90,ghi,18,0.0088,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Low,670 x 90,mno,50,0.0121,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Medium,670 x 90,def,310,0.1392,11,1.1931,1,39.0093,3.5484,857.1121,0.1085
May,29,camp 1,Medium,670 x 90,ghi,415,0.2416,3,0.3254,0,0.0,0.7229,134.6854,0.1085
May,29,camp 1,Medium,670 x 90,jkl,5,0.0036,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Medium,670 x 90,mno,600,0.2939,8,0.8677,2,171.6708,1.3333,295.2365,0.1085
May,29,camp 1,High,728 x 90,abc,21,0.03,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,High,728 x 90,def,36623,17.1508,219,23.0,118,6220.4678,0.598,134.1045,0.105
May,29,camp 1,High,728 x 90,ghi,122103,127.9044,1867,202.0,957,41793.6599,1.529,157.9305,0.1082
May,29,camp 1,High,728 x 90,jkl,6086,2.3945,63,6.0,19,1584.881,1.0352,250.5742,0.0952
May,29,camp 1,High,728 x 90,mno,114263,72.1595,597,64.0,299,16466.5911,0.5225,88.6924,0.1072
May,29,camp 1,High,728 x 90,,30,0.024,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Low,728 x 90,def,349,0.046,3,0.3254,0,0.0,0.8596,707.3913,0.1085
May,29,camp 1,Low,728 x 90,ghi,173,0.1055,2,0.2174,0,0.0,1.1561,206.0664,0.1087
May,29,camp 1,Low,728 x 90,jkl,41,0.0169,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 1,Low,728 x 90,mno,1013,0.1357,4,0.4338,1,80.744,0.3949,319.6758,0.1085
May,29,camp 1,Medium,728 x 90,def,3411,1.0738,35,3.7965,3,91.5098,1.0261,353.5575,0.1085
May,29,camp 1,Medium,728 x 90,ghi,5751,5.5631,100,10.8482,12,799.3515,1.7388,195.0028,0.1085
May,29,camp 1,Medium,728 x 90,jkl,380,0.1441,5,0.5433,0,0.0,1.3158,377.0298,0.1087
May,29,camp 1,Medium,728 x 90,mno,10013,3.1862,68,7.3761,11,325.959,0.6791,231.5015,0.1085
May,29,camp 3,High,160 x 600,def,1559,0.2668,1,0.0542,0,0.0,0.0641,20.3148,0.0542
May,29,camp 3,High,160 x 600,ghi,284,0.0552,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,High,160 x 600,mno,12150,3.8491,35,1.8982,4,178.9927,0.2881,49.3154,0.0542
May,29,camp 3,Low,160 x 600,def,5370,0.213,9,0.4881,0,0.0,0.1676,229.1549,0.0542
May,29,camp 3,Low,160 x 600,ghi,160,0.0357,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Low,160 x 600,mno,22849,1.3234,62,3.3626,1,57.314,0.2713,254.088,0.0542
May,29,camp 3,Medium,160 x 600,abc,5,0.0046,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Medium,160 x 600,def,8518,0.6111,13,0.705,0,0.0,0.1526,115.3657,0.0542
May,29,camp 3,Medium,160 x 600,ghi,1103,0.2059,3,0.1627,0,0.0,0.272,79.0189,0.0542
May,29,camp 3,Medium,160 x 600,mno,47112,5.1672,310,16.8149,1,70.6227,0.658,325.4161,0.0542
May,29,camp 3,High,240 x 400,def,1974,0.4396,2,0.1084,0,0.0,0.1013,24.6588,0.0542
May,29,camp 3,High,240 x 400,ghi,5512,4.6468,47,2.5493,1,613.8098,0.8527,54.8614,0.0542
May,29,camp 3,High,240 x 400,jkl,3990,1.9241,10,0.5423,0,0.0,0.2506,28.1846,0.0542
May,29,camp 3,High,240 x 400,mno,9014,3.1317,20,1.0849,1,252.8695,0.2219,34.6425,0.0542
May,29,camp 3,Low,240 x 400,def,1999,0.2527,3,0.1627,0,0.0,0.1501,64.3846,0.0542
May,29,camp 3,Low,240 x 400,ghi,1650,1.3313,17,0.922,0,0.0,1.0303,69.2556,0.0542
May,29,camp 3,Low,240 x 400,jkl,240,0.1187,1,0.0542,0,0.0,0.4167,45.6613,0.0542
May,29,camp 3,Low,240 x 400,mno,9820,0.5158,24,1.3016,0,0.0,0.2444,252.3459,0.0542
May,29,camp 3,Medium,240 x 400,def,6473,0.9443,45,2.4406,0,0.0,0.6952,258.456,0.0542
May,29,camp 3,Medium,240 x 400,ghi,7774,6.2368,158,8.5713,0,0.0,2.0324,137.4311,0.0542
May,29,camp 3,Medium,240 x 400,jkl,2368,1.1325,20,1.0849,0,0.0,0.8446,95.7969,0.0542
May,29,camp 3,Medium,240 x 400,mno,22466,2.0846,52,2.8202,0,0.0,0.2315,135.2873,0.0542
May,29,camp 3,High,300 x 250,def,2555,0.8143,9,0.4881,0,0.0,0.3523,59.9411,0.0542
May,29,camp 3,High,300 x 250,ghi,1584,1.1071,11,0.5965,0,0.0,0.6944,53.8795,0.0542
May,29,camp 3,High,300 x 250,jkl,263,0.1629,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,High,300 x 250,mno,24581,9.2618,95,5.1539,9,482.0558,0.3865,55.6469,0.0543
May,29,camp 3,Low,300 x 250,abc,1,0.002,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Low,300 x 250,def,4486,0.3982,19,1.0307,0,0.0,0.4235,258.8398,0.0542
May,29,camp 3,Low,300 x 250,ghi,531,0.3249,9,0.4881,0,0.0,1.6949,150.2308,0.0542
May,29,camp 3,Low,300 x 250,jkl,16,0.0088,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Low,300 x 250,mno,28657,1.2185,48,2.6033,0,0.0,0.1675,213.6479,0.0542
May,29,camp 3,Medium,300 x 250,abc,3,0.0026,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Medium,300 x 250,def,8199,1.3334,66,3.5795,0,0.0,0.805,268.4491,0.0542
May,29,camp 3,Medium,300 x 250,ghi,2298,1.5236,82,4.4486,0,0.0,3.5683,291.9795,0.0543
May,29,camp 3,Medium,300 x 250,jkl,108,0.0604,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Medium,300 x 250,mno,58008,5.2022,205,11.1186,2,95.1458,0.3534,213.7288,0.0542
May,29,camp 3,High,468 x 60,def,78,0.0127,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,High,468 x 60,ghi,2,0.0008,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,High,468 x 60,mno,152,0.0171,1,0.0542,1,33.7348,0.6579,316.9591,0.0542
May,29,camp 3,Low,468 x 60,def,70,0.0087,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Low,468 x 60,ghi,3,0.0012,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Low,468 x 60,mno,106,0.0015,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Medium,468 x 60,def,176,0.0184,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Medium,468 x 60,ghi,3,0.0012,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Medium,468 x 60,jkl,1,0.0006,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Medium,468 x 60,mno,285,0.0066,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,High,580 x 400,mno,5030,3.0629,55,2.9832,6,833.53,1.0934,97.3979,0.0542
May,29,camp 3,Low,580 x 400,mno,4477,0.5202,56,3.0372,0,0.0,1.2508,583.8524,0.0542
May,29,camp 3,Medium,580 x 400,mno,13540,2.7468,168,9.1124,0,0.0,1.2408,331.746,0.0542
May,29,camp 3,High,670 x 90,def,519,0.1434,2,0.1084,0,0.0,0.3854,75.5927,0.0542
May,29,camp 3,High,670 x 90,ghi,150,0.0838,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,High,670 x 90,jkl,33,0.0164,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,High,670 x 90,mno,1393,0.4143,8,0.4341,0,0.0,0.5743,104.7791,0.0543
May,29,camp 3,Low,670 x 90,def,4180,0.1507,24,1.3016,0,0.0,0.5742,863.7027,0.0542
May,29,camp 3,Low,670 x 90,ghi,36,0.0233,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Low,670 x 90,jkl,6,0.0022,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Low,670 x 90,mno,1344,0.0439,1,0.0542,0,0.0,0.0744,123.4624,0.0542
May,29,camp 3,Medium,670 x 90,def,4758,0.2972,21,1.1389,0,0.0,0.4414,383.21,0.0542
May,29,camp 3,Medium,670 x 90,ghi,137,0.0832,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Medium,670 x 90,jkl,13,0.0075,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Medium,670 x 90,mno,3214,0.2259,17,0.922,0,0.0,0.5289,408.1452,0.0542
May,29,camp 3,High,728 x 90,def,5282,1.2222,4,0.2169,0,0.0,0.0757,17.7467,0.0542
May,29,camp 3,High,728 x 90,ghi,2660,1.6424,11,0.597,0,0.0,0.4135,36.3492,0.0543
May,29,camp 3,High,728 x 90,jkl,1056,0.3972,4,0.2169,0,0.0,0.3788,54.6073,0.0542
May,29,camp 3,High,728 x 90,mno,18292,4.8837,75,4.0679,1,34.659,0.41,83.2955,0.0542
May,29,camp 3,High,728 x 90,,7,0.0056,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Low,728 x 90,def,5964,0.5464,18,0.9762,0,0.0,0.3018,178.6603,0.0542
May,29,camp 3,Low,728 x 90,ghi,645,0.4149,4,0.2169,2,33.9789,0.6202,52.2777,0.0542
May,29,camp 3,Low,728 x 90,jkl,119,0.0308,1,0.0542,0,0.0,0.8403,175.974,0.0542
May,29,camp 3,Low,728 x 90,mno,30154,1.127,77,4.1764,0,0.0,0.2554,370.5768,0.0542
May,29,camp 3,Low,728 x 90,,2,0.0016,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Medium,728 x 90,def,18390,2.1442,63,3.4168,0,0.0,0.3426,159.3508,0.0542
May,29,camp 3,Medium,728 x 90,ghi,3599,1.8007,46,2.4948,1,103.6045,1.2781,138.5461,0.0542
May,29,camp 3,Medium,728 x 90,jkl,1016,0.3096,5,0.2711,0,0.0,0.4921,87.5646,0.0542
May,29,camp 3,Medium,728 x 90,mno,63128,4.5,289,15.6744,1,41.7217,0.4578,348.32,0.0542
May,29,camp 3,Medium,728 x 90,,24,0.0192,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Low,800 x 250,mno,3,0.0,0,0.0,0,0.0,0.0,0.0,0.0
May,29,camp 3,Medium,800 x 250,mno,3,0.0,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,High,160 x 600,abc,11,0.0155,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,High,160 x 600,def,10837,4.6415,70,7.0,46,3796.7741,0.6459,150.8133,0.1
May,30,camp 1,High,160 x 600,ghi,9743,11.7177,77,8.0,32,1557.2332,0.7903,68.2728,0.1039
May,30,camp 1,High,160 x 600,mno,91385,89.4225,1146,124.0,503,24962.4962,1.254,138.6676,0.1082
May,30,camp 1,High,160 x 600,,3,0.002,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Low,160 x 600,def,185,0.0094,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Low,160 x 600,ghi,47,0.0311,1,0.1089,0,0.0,2.1277,350.1608,0.1089
May,30,camp 1,Low,160 x 600,mno,797,0.1537,6,0.6538,1,59.4454,0.7528,425.3741,0.109
May,30,camp 1,Medium,160 x 600,def,1115,0.204,5,0.5448,1,17.1498,0.4484,267.0588,0.109
May,30,camp 1,Medium,160 x 600,ghi,693,0.5952,6,0.6538,0,0.0,0.8658,109.8454,0.109
May,30,camp 1,Medium,160 x 600,mno,7866,4.1533,158,17.2179,20,1597.0049,2.0086,414.5595,0.109
May,30,camp 1,Medium,160 x 600,,2,0.0013,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,High,240 x 400,def,11554,5.5644,86,9.0,24,1155.2778,0.7443,161.7425,0.1047
May,30,camp 1,High,240 x 400,ghi,235878,201.0921,6414,698.0,2650,135658.1205,2.7192,347.1046,0.1088
May,30,camp 1,High,240 x 400,jkl,37507,20.7576,432,47.0,290,14485.0429,1.1518,226.4231,0.1088
May,30,camp 1,High,240 x 400,mno,42720,81.3524,589,64.0,274,15309.4149,1.3787,78.6701,0.1087
May,30,camp 1,Low,240 x 400,def,126,0.0265,5,0.5448,0,0.0,3.9683,2055.8491,0.109
May,30,camp 1,Low,240 x 400,ghi,551,0.4376,10,1.0897,0,0.0,1.8149,249.0174,0.109
May,30,camp 1,Low,240 x 400,jkl,166,0.0947,1,0.1089,0,0.0,0.6024,114.9947,0.1089
May,30,camp 1,Low,240 x 400,mno,272,0.0825,1,0.1089,0,0.0,0.3676,132.0,0.1089
May,30,camp 1,Medium,240 x 400,def,991,0.2941,22,2.3974,2,52.7571,2.22,815.1649,0.109
May,30,camp 1,Medium,240 x 400,ghi,13531,11.0011,445,48.4937,63,5141.4271,3.2887,440.8077,0.109
May,30,camp 1,Medium,240 x 400,jkl,2666,1.4626,55,5.9935,13,662.7272,2.063,409.7839,0.109
May,30,camp 1,Medium,240 x 400,mno,2914,2.6674,33,3.5961,11,675.0141,1.1325,134.8167,0.109
May,30,camp 1,High,300 x 250,abc,27,0.0388,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,High,300 x 250,def,22950,11.795,99,10.0,82,3589.3728,0.4314,84.7817,0.101
May,30,camp 1,High,300 x 250,ghi,35209,24.892,599,65.0,223,10011.8291,1.7013,261.1281,0.1085
May,30,camp 1,High,300 x 250,jkl,5054,2.9824,45,4.0,6,141.5167,0.8904,134.1202,0.0889
May,30,camp 1,High,300 x 250,mno,167555,160.2683,1274,138.0,859,49955.2577,0.7603,86.1056,0.1083
May,30,camp 1,High,300 x 250,,2,0.0017,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Low,300 x 250,def,204,0.0538,4,0.4358,0,0.0,1.9608,810.0372,0.109
May,30,camp 1,Low,300 x 250,ghi,70,0.0479,2,0.2179,0,0.0,2.8571,454.9061,0.109
May,30,camp 1,Low,300 x 250,jkl,5,0.0029,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Low,300 x 250,mno,1394,0.3711,2,0.2179,0,0.0,0.1435,58.7173,0.109
May,30,camp 1,Medium,300 x 250,def,2000,0.798,7,0.7628,1,5.1081,0.35,95.589,0.109
May,30,camp 1,Medium,300 x 250,ghi,1399,0.9034,41,4.4679,4,607.0312,2.9307,494.565,0.109
May,30,camp 1,Medium,300 x 250,jkl,418,0.2545,5,0.5448,1,20.133,1.1962,214.0668,0.109
May,30,camp 1,Medium,300 x 250,mno,13782,7.9983,110,11.9872,17,1391.2596,0.7981,149.8718,0.109
May,30,camp 1,High,468 x 60,def,937,0.2161,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,High,468 x 60,ghi,244,0.0997,1,0.0,1,11.4831,0.4098,0.0,0.0
May,30,camp 1,High,468 x 60,jkl,6,0.004,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,High,468 x 60,mno,1467,0.5413,2,0.0,1,38.3862,0.1363,0.0,0.0
May,30,camp 1,Low,468 x 60,def,3,0.0004,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Low,468 x 60,mno,6,0.0003,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Medium,468 x 60,def,108,0.0089,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Medium,468 x 60,ghi,9,0.0036,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Medium,468 x 60,jkl,1,0.0006,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Medium,468 x 60,mno,128,0.0426,1,0.1089,0,0.0,0.7812,255.6338,0.1089
May,30,camp 1,High,580 x 400,mno,29728,43.7451,482,52.0,398,18342.5546,1.6214,118.8705,0.1079
May,30,camp 1,Low,580 x 400,mno,259,0.0926,2,0.2179,0,0.0,0.7722,235.3132,0.109
May,30,camp 1,Medium,580 x 400,mno,2648,2.4225,42,4.5769,5,327.1309,1.5861,188.9329,0.109
May,30,camp 1,High,670 x 90,def,3669,2.7592,43,4.0,60,3496.5773,1.172,144.9696,0.093
May,30,camp 1,High,670 x 90,ghi,12031,6.8336,85,9.0,33,1166.6813,0.7065,131.7022,0.1059
May,30,camp 1,High,670 x 90,jkl,272,0.1865,5,0.0,0,0.0,1.8382,0.0,0.0
May,30,camp 1,High,670 x 90,mno,10893,10.185,97,10.0,53,3354.8111,0.8905,98.1836,0.1031
May,30,camp 1,Low,670 x 90,def,45,0.0059,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Low,670 x 90,ghi,36,0.0126,1,0.1089,3,50.891,2.7778,864.2857,0.1089
May,30,camp 1,Low,670 x 90,mno,89,0.0273,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Medium,670 x 90,def,299,0.1288,7,0.7628,0,0.0,2.3411,592.236,0.109
May,30,camp 1,Medium,670 x 90,ghi,495,0.265,3,0.3269,0,0.0,0.6061,123.3585,0.109
May,30,camp 1,Medium,670 x 90,jkl,5,0.0036,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Medium,670 x 90,mno,645,0.3228,8,0.8717,0,0.0,1.2403,270.0434,0.109
May,30,camp 1,High,728 x 90,abc,35,0.0525,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,High,728 x 90,def,47456,21.8763,254,27.0,107,8936.3601,0.5352,123.4212,0.1063
May,30,camp 1,High,728 x 90,ghi,157067,170.6392,2605,283.0,1194,54919.398,1.6585,165.847,0.1086
May,30,camp 1,High,728 x 90,jkl,17036,6.3967,95,10.0,39,1923.4001,0.5576,156.3306,0.1053
May,30,camp 1,High,728 x 90,mno,145418,97.3928,1082,117.0,511,26785.4804,0.7441,120.1321,0.1081
May,30,camp 1,High,728 x 90,,10,0.008,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Low,728 x 90,def,383,0.0584,1,0.1089,0,0.0,0.2611,186.4726,0.1089
May,30,camp 1,Low,728 x 90,ghi,298,0.2691,2,0.2179,0,0.0,0.6711,80.9736,0.109
May,30,camp 1,Low,728 x 90,jkl,89,0.0353,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Low,728 x 90,mno,1476,0.2604,4,0.4358,0,0.0,0.271,167.3579,0.109
May,30,camp 1,Medium,728 x 90,def,4550,1.3383,35,3.814,0,0.0,0.7692,284.9884,0.109
May,30,camp 1,Medium,728 x 90,ghi,8359,8.2861,212,23.1026,45,3153.5193,2.5362,278.8115,0.109
May,30,camp 1,Medium,728 x 90,jkl,1378,0.5129,19,2.0705,1,25.677,1.3788,403.6849,0.109
May,30,camp 1,Medium,728 x 90,mno,12931,4.8722,117,12.75,9,442.0143,0.9048,261.6888,0.109
May,30,camp 1,High,800 x 250,mno,1,0.0162,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 1,Medium,800 x 250,mno,1,0.0014,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 3,High,160 x 600,abc,7,0.009,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 3,High,160 x 600,def,1639,0.2437,3,0.1634,0,0.0,0.183,67.0497,0.0545
May,30,camp 3,High,160 x 600,ghi,295,0.0655,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 3,High,160 x 600,mno,12114,3.8354,40,2.1795,0,0.0,0.3302,56.8259,0.0545
May,30,camp 3,Low,160 x 600,def,4379,0.1492,9,0.4903,0,0.0,0.2055,328.6193,0.0545
May,30,camp 3,Low,160 x 600,ghi,118,0.0344,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 3,Low,160 x 600,mno,17223,0.8604,61,3.3237,0,0.0,0.3542,386.2971,0.0545
May,30,camp 3,Medium,160 x 600,def,7507,0.4308,15,0.8173,0,0.0,0.1998,189.7168,0.0545
May,30,camp 3,Medium,160 x 600,ghi,750,0.1444,3,0.1634,0,0.0,0.4,113.1579,0.0545
May,30,camp 3,Medium,160 x 600,mno,37747,3.7741,267,14.548,2,75.8053,0.7073,385.4694,0.0545
May,30,camp 3,Medium,160 x 600,,4,0.0027,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 3,High,240 x 400,def,2026,0.4279,4,0.2179,0,0.0,0.1974,50.9231,0.0545
May,30,camp 3,High,240 x 400,ghi,7499,6.1393,81,4.4134,6,1096.5676,1.0801,71.8877,0.0545
May,30,camp 3,High,240 x 400,jkl,4840,2.5846,20,1.0897,1,307.9477,0.4132,42.1613,0.0545
May,30,camp 3,High,240 x 400,mno,10235,4.8601,33,1.798,0,0.0,0.3224,36.9951,0.0545
May,30,camp 3,Low,240 x 400,def,1035,0.1101,4,0.2179,0,0.0,0.3865,197.911,0.0545
May,30,camp 3,Low,240 x 400,ghi,1440,1.1248,9,0.4903,0,0.0,0.625,43.59,0.0545
May,30,camp 3,Low,240 x 400,jkl,183,0.0947,3,0.1634,0,0.0,1.6393,172.5449,0.0545
May,30,camp 3,Low,240 x 400,mno,7029,0.3444,10,0.5448,0,0.0,0.1423,158.1882,0.0545
May,30,camp 3,Medium,240 x 400,def,3686,0.5028,12,0.6538,0,0.0,0.3256,130.0318,0.0545
May,30,camp 3,Medium,240 x 400,ghi,7398,5.922,189,10.298,5,793.6833,2.5547,173.894,0.0545
May,30,camp 3,Medium,240 x 400,jkl,2218,1.1366,53,2.8878,1,76.1458,2.3895,254.0736,0.0545
May,30,camp 3,Medium,240 x 400,mno,18230,1.7776,114,6.2113,0,0.0,0.6253,349.4206,0.0545
May,30,camp 3,High,300 x 250,abc,2,0.0045,0,0.0,0,0.0,0.0,0.0,0.0
May,30,camp 3,High,300 x 250,def,2604,0.7085,2,0.1089,0,0.0,0.0768,15.3705,0.0544
May,30,camp 3,High,300 x 250,ghi,1182,0.8216,14,0.7628,2,254.0233,1.1844,92.8432,0.0545
May,30,camp 3,High,300 x 250,jkl,321,0.2042,1,0.0544,0,0.0,0.3115,26.6405,0.0544
May,30,camp 3,High,300 x 250,mno,21500,7.4575,87,4.7394,6,754.045,0.4047,63.5521,0.0545
